"id","function","main_function","GO_id"
"14416","positive regulation of cAMP metabolic process","biological_process","GO:0030816"
"14417","regulation of cAMP biosynthetic process","biological_process","GO:0030817"
"14418","negative regulation of cAMP biosynthetic process","biological_process","GO:0030818"
"14419","positive regulation of cAMP biosynthetic process","biological_process","GO:0030819"
"14420","regulation of cAMP catabolic process","biological_process","GO:0030820"
"14421","negative regulation of cAMP catabolic process","biological_process","GO:0030821"
"14422","positive regulation of cAMP catabolic process","biological_process","GO:0030822"
"14423","regulation of cGMP metabolic process","biological_process","GO:0030823"
"14424","negative regulation of cGMP metabolic process","biological_process","GO:0030824"
"14425","positive regulation of cGMP metabolic process","biological_process","GO:0030825"
"14426","regulation of cGMP biosynthetic process","biological_process","GO:0030826"
"14427","negative regulation of cGMP biosynthetic process","biological_process","GO:0030827"
"14428","positive regulation of cGMP biosynthetic process","biological_process","GO:0030828"
"14429","regulation of cGMP catabolic process","biological_process","GO:0030829"
"14430","negative regulation of cGMP catabolic process","biological_process","GO:0030830"
"14431","positive regulation of cGMP catabolic process","biological_process","GO:0030831"
"14432","regulation of actin filament length","biological_process","GO:0030832"
"14433","regulation of actin filament polymerization","biological_process","GO:0030833"
"14434","regulation of actin filament depolymerization","biological_process","GO:0030834"
"14435","negative regulation of actin filament depolymerization","biological_process","GO:0030835"
"14436","positive regulation of actin filament depolymerization","biological_process","GO:0030836"
"14437","negative regulation of actin filament polymerization","biological_process","GO:0030837"
"14438","positive regulation of actin filament polymerization","biological_process","GO:0030838"
"14439","regulation of intermediate filament polymerization","biological_process","GO:0030839"
"14440","negative regulation of intermediate filament polymerization","biological_process","GO:0030840"
"14441","positive regulation of intermediate filament polymerization","biological_process","GO:0030841"
"14442","regulation of intermediate filament depolymerization","biological_process","GO:0030842"
"14443","negative regulation of intermediate filament depolymerization","biological_process","GO:0030843"
"14444","positive regulation of intermediate filament depolymerization","biological_process","GO:0030844"
"14445","inhibition of phospholipase C activity involved in G-protein coupled receptor signaling pathway","biological_process","GO:0030845"
"14446","termination of RNA polymerase II transcription, poly(A)-coupled","biological_process","GO:0030846"
"14447","termination of RNA polymerase II transcription, poly(A)-independent","biological_process","GO:0030847"
"14448","threo-3-hydroxyaspartate ammonia-lyase activity","molecular_function","GO:0030848"
"14449","autosome","cellular_component","GO:0030849"
"14450","prostate gland development","biological_process","GO:0030850"
"14451","granulocyte differentiation","biological_process","GO:0030851"
"14452","regulation of granulocyte differentiation","biological_process","GO:0030852"
"14453","negative regulation of granulocyte differentiation","biological_process","GO:0030853"
"14454","positive regulation of granulocyte differentiation","biological_process","GO:0030854"
"14455","epithelial cell differentiation","biological_process","GO:0030855"
"14456","regulation of epithelial cell differentiation","biological_process","GO:0030856"
"14457","negative regulation of epithelial cell differentiation","biological_process","GO:0030857"
"14458","positive regulation of epithelial cell differentiation","biological_process","GO:0030858"
"14459","polarized epithelial cell differentiation","biological_process","GO:0030859"
"14460","regulation of polarized epithelial cell differentiation","biological_process","GO:0030860"
"14461","negative regulation of polarized epithelial cell differentiation","biological_process","GO:0030861"
"14462","positive regulation of polarized epithelial cell differentiation","biological_process","GO:0030862"
"14463","cortical cytoskeleton","cellular_component","GO:0030863"
"14464","cortical actin cytoskeleton","cellular_component","GO:0030864"
"14465","cortical cytoskeleton organization","biological_process","GO:0030865"
"14466","cortical actin cytoskeleton organization","biological_process","GO:0030866"
"14467","rough endoplasmic reticulum membrane","cellular_component","GO:0030867"
"14468","smooth endoplasmic reticulum membrane","cellular_component","GO:0030868"
"14469","RENT complex","cellular_component","GO:0030869"
"14470","Mre11 complex","cellular_component","GO:0030870"
"14471","nucleolar chromatin","cellular_component","GO:0030874"
"14472","rDNA protrusion","cellular_component","GO:0030875"
"14473","interleukin-20 receptor complex","cellular_component","GO:0030876"
"14474","beta-catenin destruction complex","cellular_component","GO:0030877"
"14475","thyroid gland development","biological_process","GO:0030878"
"14476","mammary gland development","biological_process","GO:0030879"
"14477","RNA polymerase complex","cellular_component","GO:0030880"
"14478","beta-2-microglobulin binding","molecular_function","GO:0030881"
"14479","lipid antigen binding","molecular_function","GO:0030882"
"14480","endogenous lipid antigen binding","molecular_function","GO:0030883"
"14481","exogenous lipid antigen binding","molecular_function","GO:0030884"
"14482","regulation of myeloid dendritic cell activation","biological_process","GO:0030885"
"14483","negative regulation of myeloid dendritic cell activation","biological_process","GO:0030886"
"14484","positive regulation of myeloid dendritic cell activation","biological_process","GO:0030887"
"14485","regulation of B cell proliferation","biological_process","GO:0030888"
"14486","negative regulation of B cell proliferation","biological_process","GO:0030889"
"14487","positive regulation of B cell proliferation","biological_process","GO:0030890"
"14488","VCB complex","cellular_component","GO:0030891"
"14489","mitotic cohesin complex","cellular_component","GO:0030892"
"14490","meiotic cohesin complex","cellular_component","GO:0030893"
"14491","replisome","cellular_component","GO:0030894"
"14492","apolipoprotein B mRNA editing enzyme complex","cellular_component","GO:0030895"
"14493","checkpoint clamp complex","cellular_component","GO:0030896"
"14494","HOPS complex","cellular_component","GO:0030897"
"14495","actin-dependent ATPase activity","molecular_function","GO:0030898"
"14496","calcium-dependent ATPase activity","molecular_function","GO:0030899"
"14497","forebrain development","biological_process","GO:0030900"
"14498","midbrain development","biological_process","GO:0030901"
"14499","hindbrain development","biological_process","GO:0030902"
"14500","notochord development","biological_process","GO:0030903"
"14501","retromer complex","cellular_component","GO:0030904"
"14502","retromer complex, outer shell","cellular_component","GO:0030905"
"14503","retromer complex, inner shell","cellular_component","GO:0030906"
"14504","MBF transcription complex","cellular_component","GO:0030907"
"14505","protein splicing","biological_process","GO:0030908"
"14506","non-intein-mediated protein splicing","biological_process","GO:0030909"
"14507","olfactory placode formation","biological_process","GO:0030910"
"14508","TPR domain binding","molecular_function","GO:0030911"
"14509","response to deep water","biological_process","GO:0030912"
"14510","paranodal junction assembly","biological_process","GO:0030913"
"14511","STAGA complex","cellular_component","GO:0030914"
"14512","Smc5-Smc6 complex","cellular_component","GO:0030915"
"14513","otic vesicle formation","biological_process","GO:0030916"
"14514","midbrain-hindbrain boundary development","biological_process","GO:0030917"
"14515","peptidyl-serine O-acetylation","biological_process","GO:0030919"
"14516","peptidyl-serine acetylation","biological_process","GO:0030920"
"14517","peptidyl-tyrosine dehydrogenation to form (Z)-2,3-didehydrotyrosine","biological_process","GO:0030921"
"14518","peptidyl-tyrosine dehydrogenation to form (E)-2,3-didehydrotyrosine","biological_process","GO:0030922"
"14519","metal incorporation into metallo-oxygen cluster","biological_process","GO:0030923"
"14520","manganese incorporation into metallo-oxygen cluster","biological_process","GO:0030924"
"14521","calcium incorporation into metallo-oxygen cluster","biological_process","GO:0030925"
"14522","calcium incorporation into metallo-oxygen cluster via bis-L-aspartato tris-L-glutamato L-histidino calcium tetramanganese tetroxide","biological_process","GO:0030926"
"14523","manganese incorporation into metallo-oxygen cluster via bis-L-aspartato tris-L-glutamato L-histidino calcium tetramanganese tetroxide","biological_process","GO:0030927"
"14524","ADPG pyrophosphorylase complex","cellular_component","GO:0030929"
"14525","homotetrameric ADPG pyrophosphorylase complex","cellular_component","GO:0030930"
"14526","heterotetrameric ADPG pyrophosphorylase complex","cellular_component","GO:0030931"
"14527","amyloplast ADPG pyrophosphorylase complex","cellular_component","GO:0030932"
"14528","chloroplast ADPG pyrophosphorylase complex","cellular_component","GO:0030933"
"14529","anchoring collagen","cellular_component","GO:0030934"
"14530","sheet-forming collagen","cellular_component","GO:0030935"
"14531","transmembrane collagen","cellular_component","GO:0030936"
"14532","collagen type XVII","cellular_component","GO:0030937"
"14533","collagen type XVIII","cellular_component","GO:0030938"
"14534","response to long-day photoperiod","biological_process","GO:0030939"
"14535","response to short-day photoperiod","biological_process","GO:0030940"
"14536","chloroplast targeting sequence binding","molecular_function","GO:0030941"
"14537","endoplasmic reticulum signal peptide binding","molecular_function","GO:0030942"
"14538","mitochondrion targeting sequence binding","molecular_function","GO:0030943"
"14539","DDEL sequence binding","molecular_function","GO:0030944"
"14540","protein tyrosine phosphatase activity, via thiol-phosphate intermediate","molecular_function","GO:0030945"
"14541","protein tyrosine phosphatase activity, metal-dependent","molecular_function","GO:0030946"
"14542","regulation of vascular endothelial growth factor receptor signaling pathway","biological_process","GO:0030947"
"14543","negative regulation of vascular endothelial growth factor receptor signaling pathway","biological_process","GO:0030948"
"14544","positive regulation of vascular endothelial growth factor receptor signaling pathway","biological_process","GO:0030949"
"14545","establishment or maintenance of actin cytoskeleton polarity","biological_process","GO:0030950"
"14546","establishment or maintenance of microtubule cytoskeleton polarity","biological_process","GO:0030951"
"14547","establishment or maintenance of cytoskeleton polarity","biological_process","GO:0030952"
"14548","spindle astral microtubule organization","biological_process","GO:0030953"
"14549","spindle astral microtubule nucleation","biological_process","GO:0030954"
"14550","potassium ion binding","molecular_function","GO:0030955"
"14551","glutamyl-tRNA(Gln) amidotransferase complex","cellular_component","GO:0030956"
"14552","Tat protein binding","molecular_function","GO:0030957"
"14553","RITS complex","cellular_component","GO:0030958"
"14554","peptide cross-linking via 3'-(3'-L-tyrosinyl)-L-tyrosine","biological_process","GO:0030959"
"14555","peptide cross-linking via 3'-(O4'-L-tyrosinyl)-L-tyrosine","biological_process","GO:0030960"
"14556","peptidyl-arginine hydroxylation","biological_process","GO:0030961"
"14557","peptidyl-arginine dihydroxylation to peptidyl-3,4-dihydroxy-L-arginine","biological_process","GO:0030962"
"14558","peptidyl-lysine dihydroxylation to 4,5-dihydroxy-L-lysine","biological_process","GO:0030963"
"14559","NADH dehydrogenase complex","cellular_component","GO:0030964"
"14560","plasma membrane electron transport, NADH to quinone","biological_process","GO:0030965"
"14561","ER-nuclear sterol response pathway","biological_process","GO:0030967"
"14562","endoplasmic reticulum unfolded protein response","biological_process","GO:0030968"
"14563","UFP-specific transcription factor mRNA processing during unfolded protein response","biological_process","GO:0030969"
"14564","retrograde protein transport, ER to cytosol","biological_process","GO:0030970"
"14565","receptor tyrosine kinase binding","molecular_function","GO:0030971"
"14566","cleavage of cytosolic proteins during apoptosis","biological_process","GO:0030972"
"14567","molybdate ion binding","molecular_function","GO:0030973"
"14568","thiamin pyrophosphate transport","biological_process","GO:0030974"
"14569","thiamin binding","molecular_function","GO:0030975"
"14570","thiamin pyrophosphate binding","molecular_function","GO:0030976"
"14571","taurine binding","molecular_function","GO:0030977"
"14572","alpha-glucan metabolic process","biological_process","GO:0030978"
"14573","alpha-glucan biosynthetic process","biological_process","GO:0030979"
"14574","alpha-glucan catabolic process","biological_process","GO:0030980"
"14575","cortical microtubule cytoskeleton","cellular_component","GO:0030981"
"14576","adventurous gliding motility","biological_process","GO:0030982"
"14577","mismatched DNA binding","molecular_function","GO:0030983"
"14578","kininogen binding","molecular_function","GO:0030984"
"14579","high molecular weight kininogen binding","molecular_function","GO:0030985"
"14580","low molecular weight kininogen binding","molecular_function","GO:0030986"
"14581","high molecular weight kininogen receptor binding","molecular_function","GO:0030987"
"14582","high molecular weight kininogen receptor complex","cellular_component","GO:0030988"
"14583","dynein-driven meiotic oscillatory nuclear movement","biological_process","GO:0030989"
"14584","intraflagellar transport particle","cellular_component","GO:0030990"
"14585","intraflagellar transport particle A","cellular_component","GO:0030991"
"14586","intraflagellar transport particle B","cellular_component","GO:0030992"
"14587","axonemal heterotrimeric kinesin-II complex","cellular_component","GO:0030993"
"14588","primary cell septum disassembly","biological_process","GO:0030994"
"14589","cell septum edging catabolic process","biological_process","GO:0030995"
"14590","cell cycle arrest in response to nitrogen starvation","biological_process","GO:0030996"
"14591","regulation of centriole-centriole cohesion","biological_process","GO:0030997"
"14592","linear element","cellular_component","GO:0030998"
"14593","linear element assembly","biological_process","GO:0030999"
"14594","response to caffeine","biological_process","GO:0031000"
"14595","response to brefeldin A","biological_process","GO:0031001"
"14596","actin rod","cellular_component","GO:0031002"
"14597","actin tubule","cellular_component","GO:0031003"
"14598","potassium ion-transporting ATPase complex","cellular_component","GO:0031004"
"14599","filamin binding","molecular_function","GO:0031005"
"14600","filamin-A binding","molecular_function","GO:0031006"
"14601","filamin-B binding","molecular_function","GO:0031007"
"14602","filamin-C binding","molecular_function","GO:0031008"
"14603","plastid ADPG pyrophosphorylase complex","cellular_component","GO:0031009"
"14604","ISWI complex","cellular_component","GO:0031010"
"14605","Ino80 complex","cellular_component","GO:0031011"
"14606","extracellular matrix","cellular_component","GO:0031012"
"14607","troponin I binding","molecular_function","GO:0031013"
"14608","troponin T binding","molecular_function","GO:0031014"
"14609","karyopherin docking complex","cellular_component","GO:0031015"
"14610","pancreas development","biological_process","GO:0031016"
"14611","exocrine pancreas development","biological_process","GO:0031017"
"14612","endocrine pancreas development","biological_process","GO:0031018"
"14613","mitochondrial mRNA editing complex","cellular_component","GO:0031019"
"14614","plastid mRNA editing complex","cellular_component","GO:0031020"
"14615","interphase microtubule organizing center","cellular_component","GO:0031021"
"14616","nuclear migration along microfilament","biological_process","GO:0031022"
"14617","microtubule organizing center organization","biological_process","GO:0031023"
"14618","interphase microtubule organizing center assembly","biological_process","GO:0031024"
"14619","equatorial microtubule organizing center disassembly","biological_process","GO:0031025"
"14620","glutamate synthase complex","cellular_component","GO:0031026"
"14621","glutamate synthase complex (NADH)","cellular_component","GO:0031027"
"14622","septation initiation signaling","biological_process","GO:0031028"
"14623","regulation of septation initiation signaling","biological_process","GO:0031029"
"14624","negative regulation of septation initiation signaling","biological_process","GO:0031030"
"14625","positive regulation of septation initiation signaling","biological_process","GO:0031031"
"14626","actomyosin structure organization","biological_process","GO:0031032"
"14627","myosin filament assembly or disassembly","biological_process","GO:0031033"
"14628","myosin filament assembly","biological_process","GO:0031034"
"14629","myosin filament disassembly","biological_process","GO:0031035"
"14630","myosin II filament assembly","biological_process","GO:0031036"
"14631","myosin II filament disassembly","biological_process","GO:0031037"
"14632","myosin II filament assembly or disassembly","biological_process","GO:0031038"
"14633","macronucleus","cellular_component","GO:0031039"
"14634","micronucleus","cellular_component","GO:0031040"
"14635","O-glycan processing, core 5","biological_process","GO:0031041"
"14636","O-glycan processing, core 6","biological_process","GO:0031042"
"14637","O-glycan processing, core 7","biological_process","GO:0031043"
"14638","O-glycan processing, core 8","biological_process","GO:0031044"
"14639","dense core granule","cellular_component","GO:0031045"
"14640","spindle pole body duplication in cytoplasm","biological_process","GO:0031046"
"14641","gene silencing by RNA","biological_process","GO:0031047"
"14642","chromatin silencing by small RNA","biological_process","GO:0031048"
"14643","programmed DNA elimination","biological_process","GO:0031049"
"14644","dsRNA fragmentation","biological_process","GO:0031050"
"14645","scnRNA production","biological_process","GO:0031051"
"14646","chromosome breakage","biological_process","GO:0031052"
"14647","primary microRNA processing","biological_process","GO:0031053"
"14648","pre-microRNA processing","biological_process","GO:0031054"
"14649","chromatin remodeling at centromere","biological_process","GO:0031055"
"14650","regulation of histone modification","biological_process","GO:0031056"
"14651","negative regulation of histone modification","biological_process","GO:0031057"
"14652","positive regulation of histone modification","biological_process","GO:0031058"
"14653","histone deacetylation at centromere","biological_process","GO:0031059"
"14654","regulation of histone methylation","biological_process","GO:0031060"
"14655","negative regulation of histone methylation","biological_process","GO:0031061"
"14656","positive regulation of histone methylation","biological_process","GO:0031062"
"14657","regulation of histone deacetylation","biological_process","GO:0031063"
"14658","negative regulation of histone deacetylation","biological_process","GO:0031064"
"14659","positive regulation of histone deacetylation","biological_process","GO:0031065"
"14660","regulation of histone deacetylation at centromere","biological_process","GO:0031066"
"14661","negative regulation of histone deacetylation at centromere","biological_process","GO:0031067"
"14662","positive regulation of histone deacetylation at centromere","biological_process","GO:0031068"
"14663","hair follicle morphogenesis","biological_process","GO:0031069"
"14664","intronic snoRNA processing","biological_process","GO:0031070"
"14665","cysteine desulfurase activity","molecular_function","GO:0031071"
"14666","heat shock protein binding","molecular_function","GO:0031072"
"14667","cholesterol 26-hydroxylase activity","molecular_function","GO:0031073"
"14668","nucleocytoplasmic shuttling complex","cellular_component","GO:0031074"
"14669","embryonic camera-type eye development","biological_process","GO:0031076"
"14670","post-embryonic camera-type eye development","biological_process","GO:0031077"
"14671","histone deacetylase activity (H3-K14 specific)","molecular_function","GO:0031078"
"14672","picornain 3C activity","molecular_function","GO:0031079"
"14673","Nup107-160 complex","cellular_component","GO:0031080"
"14674","nuclear pore distribution","biological_process","GO:0031081"
"14675","BLOC complex","cellular_component","GO:0031082"
"14676","BLOC-1 complex","cellular_component","GO:0031083"
"14677","BLOC-2 complex","cellular_component","GO:0031084"
"14678","BLOC-3 complex","cellular_component","GO:0031085"
"14679","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","biological_process","GO:0031086"
"14680","deadenylation-independent decapping of nuclear-transcribed mRNA","biological_process","GO:0031087"
"14681","platelet dense granule membrane","cellular_component","GO:0031088"
"14682","platelet dense granule lumen","cellular_component","GO:0031089"
"14683","organelle membrane","cellular_component","GO:0031090"
"14684","platelet alpha granule","cellular_component","GO:0031091"
"14685","platelet alpha granule membrane","cellular_component","GO:0031092"
"14686","platelet alpha granule lumen","cellular_component","GO:0031093"
"14687","platelet dense tubular network","cellular_component","GO:0031094"
"14688","platelet dense tubular network membrane","cellular_component","GO:0031095"
"14689","platelet dense tubular network lumen","cellular_component","GO:0031096"
"14690","medial cortex","cellular_component","GO:0031097"
"14691","stress-activated protein kinase signaling pathway","biological_process","GO:0031098"
"14692","regeneration","biological_process","GO:0031099"
"14693","organ regeneration","biological_process","GO:0031100"
"14694","fin regeneration","biological_process","GO:0031101"
"14695","neuron projection regeneration","biological_process","GO:0031102"
"14696","axon regeneration","biological_process","GO:0031103"
"14697","dendrite regeneration","biological_process","GO:0031104"
"14698","septin complex","cellular_component","GO:0031105"
"14699","septin ring organization","biological_process","GO:0031106"
"14700","septin ring disassembly","biological_process","GO:0031107"
"14701","holo-[acyl-carrier-protein] biosynthetic process","biological_process","GO:0031108"
"14702","microtubule polymerization or depolymerization","biological_process","GO:0031109"
"14703","regulation of microtubule polymerization or depolymerization","biological_process","GO:0031110"
"14704","negative regulation of microtubule polymerization or depolymerization","biological_process","GO:0031111"
"14705","positive regulation of microtubule polymerization or depolymerization","biological_process","GO:0031112"
"14706","regulation of microtubule polymerization","biological_process","GO:0031113"
"14707","regulation of microtubule depolymerization","biological_process","GO:0031114"
"14708","negative regulation of microtubule polymerization","biological_process","GO:0031115"
"14709","positive regulation of microtubule polymerization","biological_process","GO:0031116"
"14710","positive regulation of microtubule depolymerization","biological_process","GO:0031117"
"14711","rRNA pseudouridine synthesis","biological_process","GO:0031118"
"14712","tRNA pseudouridine synthesis","biological_process","GO:0031119"
"14713","snRNA pseudouridine synthesis","biological_process","GO:0031120"
"14714","equatorial microtubule organization","biological_process","GO:0031121"
"14715","cytoplasmic microtubule organization","biological_process","GO:0031122"
"14716","RNA 3'-end processing","biological_process","GO:0031123"
"14717","mRNA 3'-end processing","biological_process","GO:0031124"
"14718","rRNA 3'-end processing","biological_process","GO:0031125"
"14719","snoRNA 3'-end processing","biological_process","GO:0031126"
"14720","alpha(1,2)-fucosyltransferase activity","molecular_function","GO:0031127"
"14721","developmental induction","biological_process","GO:0031128"
"14722","inductive cell-cell signaling","biological_process","GO:0031129"
"14723","creation of an inductive signal","biological_process","GO:0031130"
"14724","reception of an inductive signal","biological_process","GO:0031131"
"14725","serine 3-dehydrogenase activity","molecular_function","GO:0031132"
"14726","regulation of axon diameter","biological_process","GO:0031133"
"14727","sister chromatid biorientation","biological_process","GO:0031134"
"14728","negative regulation of conjugation","biological_process","GO:0031135"
"14729","positive regulation of conjugation","biological_process","GO:0031136"
"14730","regulation of conjugation with cellular fusion","biological_process","GO:0031137"
"14731","negative regulation of conjugation with cellular fusion","biological_process","GO:0031138"
"14732","positive regulation of conjugation with cellular fusion","biological_process","GO:0031139"
"14733","induction of conjugation upon nutrient starvation","biological_process","GO:0031140"
"14734","induction of conjugation upon carbon starvation","biological_process","GO:0031141"
"14735","induction of conjugation upon nitrogen starvation","biological_process","GO:0031142"
"14736","pseudopodium","cellular_component","GO:0031143"
"14737","proteasome localization","biological_process","GO:0031144"
"14738","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process","biological_process","GO:0031145"
"14739","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","biological_process","GO:0031146"
"14740","1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one metabolic process","biological_process","GO:0031147"
"14741","DIF-1 biosynthetic process","biological_process","GO:0031148"
"14742","sorocarp stalk cell differentiation","biological_process","GO:0031149"
"14743","sorocarp stalk development","biological_process","GO:0031150"
"14744","histone methyltransferase activity (H3-K79 specific)","molecular_function","GO:0031151"
"14745","aggregation involved in sorocarp development","biological_process","GO:0031152"
"14746","slug development during sorocarp development","biological_process","GO:0031153"
"14747","culmination during sorocarp development","biological_process","GO:0031154"
"14748","regulation of fruiting body development","biological_process","GO:0031155"
"14749","regulation of sorocarp development","biological_process","GO:0031156"
"14750","regulation of aggregate size involved in sorocarp development","biological_process","GO:0031157"
"14751","negative regulation of aggregate size involved in sorocarp development","biological_process","GO:0031158"
"14752","positive regulation of aggregate size involved in sorocarp development","biological_process","GO:0031159"
"14753","spore wall","cellular_component","GO:0031160"
"14754","phosphatidylinositol catabolic process","biological_process","GO:0031161"
"14755","sulfur incorporation into metallo-sulfur cluster","biological_process","GO:0031162"
"14756","metallo-sulfur cluster assembly","biological_process","GO:0031163"
"14757","contractile vacuolar membrane","cellular_component","GO:0031164"
"14758","integral to contractile vacuolar membrane","cellular_component","GO:0031165"
"14759","integral to vacuolar membrane","cellular_component","GO:0031166"
"14760","rRNA methylation","biological_process","GO:0031167"
"14761","ferrichrome metabolic process","biological_process","GO:0031168"
"14762","ferrichrome biosynthetic process","biological_process","GO:0031169"
"14763","ferricrocin metabolic process","biological_process","GO:0031170"
"14764","ferricrocin biosynthetic process","biological_process","GO:0031171"
"14765","ornithine N5-monooxygenase activity","molecular_function","GO:0031172"
"14766","otolith mineralization completed early in development","biological_process","GO:0031173"
"14767","lifelong otolith mineralization","biological_process","GO:0031174"
"14768","neuron projection development","biological_process","GO:0031175"
"14769","endo-1,4-beta-xylanase activity","molecular_function","GO:0031176"
"14770","phosphopantetheine binding","molecular_function","GO:0031177"
"14771","peptide modification","biological_process","GO:0031179"
"14772","SNARE complex","cellular_component","GO:0031201"
"14773","posttranslational protein targeting to membrane, docking","biological_process","GO:0031203"
"14774","posttranslational protein targeting to membrane, translocation","biological_process","GO:0031204"
"14775","endoplasmic reticulum Sec complex","cellular_component","GO:0031205"
"14776","Sec62/Sec63 complex","cellular_component","GO:0031207"
"14777","POZ domain binding","molecular_function","GO:0031208"
"14778","SCAR complex","cellular_component","GO:0031209"
"14779","phosphatidylcholine binding","molecular_function","GO:0031210"
"14780","palmitoyltransferase complex","cellular_component","GO:0031211"
"14781","RSF complex","cellular_component","GO:0031213"
"14782","biomineral formation","biological_process","GO:0031214"
"14783","shell calcification","biological_process","GO:0031215"
"14784","neopullulanase activity","molecular_function","GO:0031216"
"14785","glucan 1,4-beta-glucosidase activity","molecular_function","GO:0031217"
"14786","arabinogalactan endo-1,4-beta-galactosidase activity","molecular_function","GO:0031218"
"14787","levanase activity","molecular_function","GO:0031219"
"14788","maltodextrin phosphorylase activity","molecular_function","GO:0031220"
"14789","arabinan metabolic process","biological_process","GO:0031221"
"14790","arabinan catabolic process","biological_process","GO:0031222"
"14791","auditory behavior","biological_process","GO:0031223"
"14792","intrinsic to membrane","cellular_component","GO:0031224"
"14793","anchored to membrane","cellular_component","GO:0031225"
"14794","intrinsic to plasma membrane","cellular_component","GO:0031226"
"14795","intrinsic to endoplasmic reticulum membrane","cellular_component","GO:0031227"
"14796","intrinsic to Golgi membrane","cellular_component","GO:0031228"
"14797","intrinsic to nuclear inner membrane","cellular_component","GO:0031229"
"14798","intrinsic to cell outer membrane","cellular_component","GO:0031230"
"14799","intrinsic to peroxisomal membrane","cellular_component","GO:0031231"
"14800","extrinsic to external side of plasma membrane","cellular_component","GO:0031232"
"14801","intrinsic to external side of plasma membrane","cellular_component","GO:0031233"
"14802","extrinsic to internal side of plasma membrane","cellular_component","GO:0031234"
"14803","intrinsic to internal side of plasma membrane","cellular_component","GO:0031235"
"14804","extrinsic to external side of plasma membrane, in periplasmic space","cellular_component","GO:0031236"
"14805","intrinsic to external side of plasma membrane, in periplasmic space","cellular_component","GO:0031237"
"14806","external side of cell outer membrane","cellular_component","GO:0031240"
"14807","internal side of cell outer membrane","cellular_component","GO:0031241"
"14808","extrinsic to external side of cell outer membrane","cellular_component","GO:0031242"
"14809","intrinsic to external side of cell outer membrane","cellular_component","GO:0031243"
"14810","extrinsic to cell outer membrane","cellular_component","GO:0031244"
"14811","extrinsic to internal side of cell outer membrane","cellular_component","GO:0031245"
"14812","intrinsic to internal side of cell outer membrane","cellular_component","GO:0031246"
"14813","actin rod assembly","biological_process","GO:0031247"
"14814","protein acetyltransferase complex","cellular_component","GO:0031248"
"14815","denatured protein binding","molecular_function","GO:0031249"
"14816","anaerobic ribonucleoside-triphosphate reductase complex","cellular_component","GO:0031250"
"14817","PAN complex","cellular_component","GO:0031251"
"14818","cell leading edge","cellular_component","GO:0031252"
"14819","cell projection membrane","cellular_component","GO:0031253"
"14820","trailing edge","cellular_component","GO:0031254"
"14821","lateral part of motile cell","cellular_component","GO:0031255"
"14822","leading edge membrane","cellular_component","GO:0031256"
"14823","trailing edge membrane","cellular_component","GO:0031257"
"14824","lamellipodium membrane","cellular_component","GO:0031258"
"14825","uropod membrane","cellular_component","GO:0031259"
"14826","pseudopodium membrane","cellular_component","GO:0031260"
"14827","DNA replication preinitiation complex","cellular_component","GO:0031261"
"14828","Ndc80 complex","cellular_component","GO:0031262"
"14829","amine-transporting ATPase activity","molecular_function","GO:0031263"
"14830","death-inducing signaling complex","cellular_component","GO:0031264"
"14831","CD95 death-inducing signaling complex","cellular_component","GO:0031265"
"14832","TRAIL death-inducing signaling complex","cellular_component","GO:0031266"
"14833","small GTPase binding","molecular_function","GO:0031267"
"14834","pseudopodium organization","biological_process","GO:0031268"
"14835","pseudopodium assembly","biological_process","GO:0031269"
"14836","pseudopodium retraction","biological_process","GO:0031270"
"14837","lateral pseudopodium assembly","biological_process","GO:0031271"
"14838","regulation of pseudopodium assembly","biological_process","GO:0031272"
"14839","negative regulation of pseudopodium assembly","biological_process","GO:0031273"
"14840","positive regulation of pseudopodium assembly","biological_process","GO:0031274"
"14841","regulation of lateral pseudopodium assembly","biological_process","GO:0031275"
"14842","negative regulation of lateral pseudopodium assembly","biological_process","GO:0031276"
"14843","positive regulation of lateral pseudopodium assembly","biological_process","GO:0031277"
"14844","alpha-1,2-galactosyltransferase activity","molecular_function","GO:0031278"
"14845","regulation of cyclase activity","biological_process","GO:0031279"
"14846","negative regulation of cyclase activity","biological_process","GO:0031280"
"14847","positive regulation of cyclase activity","biological_process","GO:0031281"
"14848","regulation of guanylate cyclase activity","biological_process","GO:0031282"
"14849","negative regulation of guanylate cyclase activity","biological_process","GO:0031283"
"14850","positive regulation of guanylate cyclase activity","biological_process","GO:0031284"
"14851","regulation of sorocarp stalk cell differentiation","biological_process","GO:0031285"
"14852","negative regulation of sorocarp stalk cell differentiation","biological_process","GO:0031286"
"14853","positive regulation of sorocarp stalk cell differentiation","biological_process","GO:0031287"
"14854","sorocarp morphogenesis","biological_process","GO:0031288"
"14855","actin phosphorylation","biological_process","GO:0031289"
"14856","retinal ganglion cell axon guidance","biological_process","GO:0031290"
"14857","Ran protein signal transduction","biological_process","GO:0031291"
"14858","gene conversion at mating-type locus, DNA double-strand break processing","biological_process","GO:0031292"
"14859","membrane protein intracellular domain proteolysis","biological_process","GO:0031293"
"14860","lymphocyte costimulation","biological_process","GO:0031294"
"14861","T cell costimulation","biological_process","GO:0031295"
"14862","B cell costimulation","biological_process","GO:0031296"
